Type,Name,Prompt
American_actors,Jonathan_Taylor_Thomas,Please complete the following sentence: Jonathan Taylor Thomas is an American actor and 
American_actors,Khleo_Thomas,"Please complete the following sentence: Khleo Thomas, is an American actor, rapper, "
American_actors,Philip_Michael_Thomas,Please complete the following sentence: Philip Michael Thomas is an American retired actor 
American_actors,Robin_Thomas,"Please complete the following sentence: Robin Thomas is an American film, television "
American_actors,Rohn_Thomas,"Please complete the following sentence: Rohn Thomas is an American actor, based "
American_actors,Sean_Patrick_Thomas,"Please complete the following sentence: But after Sean Patrick Thomas recorded the role, "
American_actors,Charles_P._Thompson,"Please complete the following sentence: Charles P. Thompson was an American stage, film, "
American_actors,Fred_Thompson,"Please complete the following sentence: According to the Memphis Commercial Appeal: Fred Thompson "
American_actors,Fred_Thompson,Please complete the following sentence: Fred Thompson was endorsed by the Virginia 
American_actors,Kenan_Thompson,Please complete the following sentence: Kenan Thompson is an American actor and 
American_actors,Marshall_Thompson,Please complete the following sentence: James Marshall Thompson was an American film 
American_actors,Kevin_Thoms,Please complete the following sentence: Kevin Thoms is an American television/film actor 
American_actors,Ken_Thorley,Please complete the following sentence: Ken Thorley is an actor who has 
American_actors,Robert_Thornby,Please complete the following sentence: Robert Thornby was an American director and 
American_actors,Billy_Bob_Thornton,"Please complete the following sentence: Billy Bob Thornton is an American actor, writer, "
American_actors,Jim_Thorpe,"Please complete the following sentence: ""Jim Thorpe's world famous Indians"" barnstormed for "
American_actors,Jim_Thorpe,"Please complete the following sentence: In 1986, the Jim Thorpe Association established "
American_actors,Jim_Thorpe,Please complete the following sentence: The Jim Thorpe Award is given annually 
American_actors,Jim_Thorpe,Please complete the following sentence: The appeals court held that Jim Thorpe 
American_actors,Russell_Thorson,Please complete the following sentence: Delos Russell Thorson  was an American 
American_actors,Ted_Thurston,Please complete the following sentence: Ted Thurston was an American actor and 
American_actors,Jonathan_Tiersten,Please complete the following sentence: Jonathan Tiersten is an American actor and 
American_actors,Kenneth_Tigar,"Please complete the following sentence: Kenneth Tigar is an American actor, primarily "
American_actors,Kevin_Tighe,Please complete the following sentence: Kevin Tighe is an American actor who 
American_actors,Terrell_Tilford,"Please complete the following sentence: Terrell Tilford is an American film, stage, "
American_actors,Edwin_B._Tilton,Please complete the following sentence: Edwin B. Tilton was an American actor of 
American_actors,Austin_Tindle,Please complete the following sentence: Austin Tindle is an American voice actor 
American_actors,Jimmy_Tingle,Please complete the following sentence: Jimmy Tingle is an American comic and 
American_actors,Jimmy_Tingle,"Please complete the following sentence: “Jimmy Tingle's Uncommon Sense, The Education of "
American_actors,Jimmy_Tingle,Please complete the following sentence: Uncommon Sense was followed by Jimmy Tingle 
American_actors,LaMarcus_Tinker,"Please complete the following sentence: LaMarcus Tinker is an American actor, producer "
American_actors,Matthew_Faber,Please complete the following sentence: Matthew Faber was an American actor best 
American_actors,Patrick_Fabian,Please complete the following sentence: Patrick Fabian is an American actor of 
American_actors,Joel_Fabiani,"Please complete the following sentence: Joel Fabiani is an American film, television "
American_actors,Peter_Facinelli,Please complete the following sentence: Peter Facinelli is an American actor and 
American_actors,Tom_Fadden,Please complete the following sentence: Tom Fadden bore more than a passing 
American_actors,Jeff_Fahey,"Please complete the following sentence: In 2017, Jeff Fahey joined the UK "
American_actors,Douglas_Fairbanks,"Please complete the following sentence: They had one son, Douglas Fairbanks Jr., "
American_actors,Douglas_Fairbanks,"Please complete the following sentence: The remains of his son, Douglas Fairbanks "
American_actors,Douglas_Fairbanks_Jr.,Please complete the following sentence: Douglas Fairbanks Jr. and the Beach Jumpers 9:55 
American_actors,Michael_Fairman,Please complete the following sentence: Michael Fairman is an American actor and 
American_actors,Jeffrey_Falcon,Please complete the following sentence: Jeffrey Falcon is an American actor appearing 
American_actors,Mark_Famiglietti,Please complete the following sentence: Mark Famiglietti is an American actor and 
American_actors,Mark_Famiglietti,Please complete the following sentence: Mark Famiglietti appeared in Nobel Son and 
American_actors,Roger_Fan,"Please complete the following sentence: Roger Fan is an American film, theater, "
American_actors,Roger_Fan,Please complete the following sentence: Media related to Roger Fan at Wikimedia 
American_actors,Richard_Fancy,Please complete the following sentence: Richard Fancy is named after his paternal 
American_actors,Joe_Farago,"Please complete the following sentence: Joe Farago is an American actor, former "
American_actors,Jerry_Farber,Please complete the following sentence: Jerry Farber is an American educator and 
American_actors,Dennis_Farina,Please complete the following sentence: Dennis Farina was an American film and 
American_actors,David_Farkas,Please complete the following sentence: David Farkas is an American actor and 
American_actors,Kevin_Farley,"Please complete the following sentence: Like his brother Chris, Kevin Farley attended "
American_actors,Richard_Farnsworth,"Please complete the following sentence: ""Richard Farnsworth, Stunt Man And 2-Time Oscar "
American_actors,Franklyn_Farnum,Please complete the following sentence: Franklyn Farnum was an American character actor 
American_actors,William_Farnum,Please complete the following sentence: William Farnum was an American stage and 
American_actors,Jamie_Farr,Please complete the following sentence: Jamie Farr is an American television and 
American_actors,Lee_Farr,Please complete the following sentence: Lee Farr was an American actor best 
American_actors,Charles_Farrell,Please complete the following sentence: Charles Farrell was an American film actor 
American_actors,Timothy_Farrell,"Please complete the following sentence: Timothy Farrell was an American film actor, "
American_actors,Tommy_Farrell,Please complete the following sentence: Tommy Farrell was an American actor and 
American_actors,Jonathan_Farwell,"Please complete the following sentence: Jonathan Farwell is an  American film, "
American_actors,Ron_Fassler,Please complete the following sentence: Ron Fassler is an American film and 
American_actors,Kent_Faulcon,"Please complete the following sentence: Kent Faulcon is an American actor, director, "
American_actors,Edward_Faulkner,Please complete the following sentence: Edward Faulkner  is an American film 
American_actors,Ralph_Faulkner,Please complete the following sentence: Ralph Faulkner was an American fencer and 
American_actors,Jason_Faunt,"Please complete the following sentence: Jason Faunt has two daughters, Keira and "
American_actors,Mark_Fauser,"Please complete the following sentence: Mark Fauser is an American actor, director, "
American_actors,George_Fawcett,Please complete the following sentence: George Fawcett was an American stage and 
American_actors,Herbie_Faye,Please complete the following sentence: Herbie Faye was an American actor and 
American_actors,Frank_Faylen,Please complete the following sentence: Frank Faylen was an American film and 
American_actors,Fahim_Fazli,Please complete the following sentence: Fahim Fazli is an Afghan-born American film 
American_actors,Wayne_Federman,"Please complete the following sentence: Wayne Federman is an American comedian, actor, "
American_actors,John_Fedevich,Please complete the following sentence: John Fedevich is an American drummer and 
American_actors,Roshon_Fegan,"Please complete the following sentence: Raised in Los Angeles, Roshon Fegan had "
American_actors,Roy_Fegan,"Please complete the following sentence: Roy Fegan is an American actor, producer, "
American_actors,Bernard_Fein,"Please complete the following sentence: Bernard Fein was an American actor, television "
American_actors,Otto_Felix,Please complete the following sentence: Otto Felix was a motion picture and 
American_actors,Otto_Felix,Please complete the following sentence: In his later life Otto Felix was 
American_actors,Otto_Felix,Please complete the following sentence: Otto Felix - Founder of Film Actors 
American_actors,Norman_Fell,"Please complete the following sentence: Norman Fell, was an American actor of "
American_actors,Don_Fellows,Please complete the following sentence: Don Fellows was an American actor known 
American_actors,Mark_Fenton,Please complete the following sentence: Mark Fenton was an American stage performer 
American_actors,Colm_Feore,"Please complete the following sentence: Colm Feore on IMDb Colm Feore at the "
American_actors,Al_Ferguson,Please complete the following sentence: Al Ferguson was an Irish-born American film 
American_actors,Casson_Ferguson,Please complete the following sentence: Casson Ferguson was an American film actor 
American_actors,Craig_Ferguson,"Please complete the following sentence: Craig Ferguson is a Scottish-American television host, "
American_actors,Kareem_Ferguson,"Please complete the following sentence: Kareem Ferguson, is an American actor on "
American_actors,Kareem_Ferguson,Please complete the following sentence: Kareem Ferguson has worked in regional theaters 
American_actors,Adam_Ferrara,Please complete the following sentence: Adam Ferrara is an American actor and 
American_actors,Mel_Ferrer,"Please complete the following sentence: Mel Ferrer's U.S.-born mother, Mary Matilda Irene, "
American_actors,Mel_Ferrer,"Please complete the following sentence: Mel Ferrer's aunt, Marie Louise O'Donohue, was "
American_actors,Chad_Ferrin,Please complete the following sentence: Chad Ferrin is an American horror film 
American_actors,Dan_Ferro,Please complete the following sentence: Dan Ferro is a retired American television 
American_actors,Mark_Feuerstein,"Please complete the following sentence: Mark Feuerstein is an American actor, writer, "
American_actors,Joseph_Feury,Please complete the following sentence: Joseph Feury is an American film and 
American_actors,Robert_Scott_Field,Please complete the following sentence: Robert Scott Field is an American born actor 
American_actors,Todd_Field,Please complete the following sentence: William Todd Field is an American actor 
American_actors,Edward_Fielding,Please complete the following sentence: Edward Fielding was an American stage and 
American_actors,Lew_Fields,"Please complete the following sentence: Lew Fields was an American actor, comedian, "
American_actors,Lew_Fields,"Please complete the following sentence: Lew Fields died in Beverly Hills, California "
American_actors,W._C._Fields,"Please complete the following sentence: The notice concludes with ""W. C. Fields"" printed "
American_actors,Clyde_Fillmore,"Please complete the following sentence: Clyde Fillmore, born Clyde Fogle, was an "
American_actors,John_Fink,Please complete the following sentence: John Fink is an American film and 
American_actors,Charlie_Finn,Please complete the following sentence: Charlie Finn is an American film and 
American_actors,Christian_Finnegan,"Please complete the following sentence: Fletcher Christian Finnegan, better known as Christian "
American_actors,Dan_Finnerty,"Please complete the following sentence: Dan Finnerty is an American actor, comedian "
American_actors,Warren_Finnerty,Please complete the following sentence: Warren Finnerty was an American actor best 
American_actors,Eddie_Firestone,"Please complete the following sentence: Eddie Firestone was an American radio, television, "
American_actors,Harvey_Sid_Fisher,"Please complete the following sentence: Harvey Sid Fisher is a singer/songwriter/musician, actor, model, "
American_actors,Miles_Fisher,Please complete the following sentence: James Leslie Miles Fisher is an American 
American_actors,Shug_Fisher,"Please complete the following sentence: Shug Fisher, born George Clinton Fisher Jr., "
American_actors,Rick_Fitts,Please complete the following sentence: Rick Fitts is an American television and 
American_actors,Glenn_Fitzgerald,Please complete the following sentence: Glenn Fitzgerald is an American actor of 
American_actors,Leo_Fitzpatrick,Please complete the following sentence: Leo Fitzpatrick is an American actor and 
American_actors,Emmett_Fitzsimmons,"Please complete the following sentence: Robert Emmett Fitzsimmons, known professionally as Emmett "
American_actors,Charles_B._Fitzsimons,Please complete the following sentence: Charles B. Fitzsimons was an Irish actor who 
American_actors,Paul_Fix,Please complete the following sentence: Peter Paul Fix was an American film 
American_actors,Paul_Fix,"Please complete the following sentence: Paul Fix at Memory Alpha Paul Fix at "
American_actors,Daniel_Flaherty,"Please complete the following sentence: Daniel Flaherty is an American actor, known "
American_actors,Lanny_Flaherty,Please complete the following sentence: Lanny Flaherty is an American actor of 
American_actors,Sean_Patrick_Flanery,"Please complete the following sentence: Sean Patrick Flanery  is an American actor, "
American_actors,Willie_Aames,"Please complete the following sentence: Willie Aames is an American actor, film "
American_actors,Victor_Aaron,Please complete the following sentence: Victor Aaron Ramirez was a Native American 
American_actors,Walter_Abel,"Please complete the following sentence: Walter Abel was an American film, stage "
American_actors,F._Murray_Abraham,"Please complete the following sentence: Movies Biography F. Murray Abraham at IMG "
American_actors,Julian_Adams,"Please complete the following sentence: Julian Adams is a producer, writer, actor, "
American_actors,Mason_Adams,Please complete the following sentence: Mason Adams was an American character actor 
American_actors,R._J._Adams,"Please complete the following sentence: R. J. Adams, also known as Bob Shannon, "
American_actors,Victor_Adamson,"Please complete the following sentence: Victor Adamson was an New Zealand director, "
American_actors,Anthony_Addabbo,Please complete the following sentence: Anthony Addabbo was an American actor and 
American_actors,Ilunga_Adell,Please complete the following sentence: Ilunga Adell is an American television and 
American_actors,Paul_Adelstein,"Please complete the following sentence: Paul Adelstein is an American actor, known "
American_actors,Patrick_Adiarte,Please complete the following sentence: Patrick Adiarte is a Filipino-born American  
American_actors,Lawrence_Adisa,"Please complete the following sentence: Lawrence Adisa is an American actor, producer, "
American_actors,Jay_Adler,Please complete the following sentence: Jay Adler was an American actor in 
American_actors,Jerry_Adler,"Please complete the following sentence: Jerry Adler is an American theatre director, "
American_actors,Luther_Adler,Please complete the following sentence: Luther Adler was an American actor best 
American_actors,Luther_Adler,Please complete the following sentence: During the 1950s Luther Adler was among 
American_actors,James_Adomian,"Please complete the following sentence: James Adomian is an American stand-up comedian, "
American_actors,Scott_Adsit,"Please complete the following sentence: Robert Scott Adsit is an American comedian, "
American_actors,Nick_Afanasiev,"Please complete the following sentence: Nick Afanasiev is a Russian-born American actor, "
American_actors,Steve_Agee,Please complete the following sentence: He has a podcast called Steve Agee: 
