Type,Name,Prompt
American_actresses,Erykah_Badu,Please complete the following sentence: Erykah Badu and Kerby Jean-Raymond titled this 
American_actresses,Katherine_Bailess,"Please complete the following sentence: Katherine Bailess is an American actress, singer, "
American_actresses,Pearl_Bailey,Please complete the following sentence: features Pearl Bailey High School.The 1969 song 
American_actresses,Barbara_Bain,Please complete the following sentence: Barbara Bain is an American film and 
American_actresses,Blanche_Baker,Please complete the following sentence: Blanche Baker is an American actress and 
American_actresses,Carroll_Baker,Please complete the following sentence: Carroll Baker is a retired American actress 
American_actresses,Fairuza_Balk,Please complete the following sentence: Fairuza Balk is an American actress and 
American_actresses,Lucille_Ball,"Please complete the following sentence: In November 2007, Lucille Ball was chosen "
American_actresses,Lucille_Ball,Please complete the following sentence: The Comic DNA of Lucille Ball: Interpreting 
American_actresses,Lucille_Ball,Please complete the following sentence: Lucille Ball FAQ: Everything Left to Know 
American_actresses,Lucille_Ball,"Please complete the following sentence: ""Lucille Ball, Spirited Doyenne Of TV Comedies, "
American_actresses,Lucille_Ball,"Please complete the following sentence: Lucille Ball and several other actors participate ""Wanda "
American_actresses,Kaye_Ballard,"Please complete the following sentence: Kaye Ballard was an American actress, comedian "
American_actresses,Talia_Balsam,Please complete the following sentence: Talia Balsam is an American television and 
American_actresses,Elizabeth_Banks,"Please complete the following sentence: Elizabeth Banks is an American actress, director, "
American_actresses,Joanna_Barnes,"Please complete the following sentence: Joanna Barnes  is an American actress, "
American_actresses,Majel_Barrett,Please complete the following sentence: Majel Barrett-Roddenberry was an American actress and 
American_actresses,Majel_Barrett,"Please complete the following sentence: credited her as Majel Barrett Roddenberry, playing "
American_actresses,Barbara_Barrie,Please complete the following sentence: Barbara Barrie is an American actress of 
American_actresses,Dana_Barron,Please complete the following sentence: Dana Barron is an American actress who 
American_actresses,Ethel_Barrymore,Please complete the following sentence: Ethel Barrymore was an American actress and 
American_actresses,Ethel_Barrymore,Please complete the following sentence: Ethel Barrymore's involvement in AEA may have 
American_actresses,Ethel_Barrymore,"Please complete the following sentence: ""Ethel Barrymore married Russell Griswold Colt on "
American_actresses,Ethel_Barrymore,Please complete the following sentence: The Ethel Barrymore Theatre in New York 
American_actresses,Ethel_Barrymore,"Please complete the following sentence: of South Carolina) Ethel Barrymore - "
American_actresses,Bonnie_Bartlett,Please complete the following sentence: Bonnie Bartlett is an American television and 
American_actresses,Mischa_Barton,"Please complete the following sentence: Mischa Barton is a British-Irish-American film, television, "
American_actresses,Ella_Jay_Basco,"Please complete the following sentence: Ella Jay Basco is an American actress, best "
American_actresses,Justine_Bateman,Please complete the following sentence: Justine Bateman Designs was known for one-of-a-kind 
American_actresses,Anne_Baxter,"Please complete the following sentence: Anne Baxter was an American actress, star "
American_actresses,Jennifer_Beals,Please complete the following sentence: Jennifer Beals is an American actress and 
American_actresses,Amanda_Bearse,"Please complete the following sentence: Amanda Bearse is an American actress, director "
American_actresses,Kimberly_Beck,Please complete the following sentence: Kimberly Beck is a former American actress 
American_actresses,Nicole_Beharie,Please complete the following sentence: Nicole Beharie  is an American actress 
American_actresses,Doris_Belack,Please complete the following sentence: Doris Belack was an American character actress 
American_actresses,Kathleen_Beller,Please complete the following sentence: Kathleen Beller is an American actress who 
American_actresses,Constance_Bennett,"Please complete the following sentence: She had her own program, Constance Bennett "
American_actresses,Constance_Bennett,"Please complete the following sentence: In 1958, she hosted ""The Constance Bennett "
American_actresses,Candice_Bergen,"Please complete the following sentence: Subsequently, Bergen hosted Exhale with Candice Bergen "
American_actresses,Candice_Bergen,"Please complete the following sentence: From its launch in 2008, Candice Bergen "
American_actresses,Elizabeth_Berkley,Please complete the following sentence: Elizabeth Berkley is an American actress and  
American_actresses,Jeannie_Berlin,"Please complete the following sentence: Jeannie Berlin is an American film, television "
American_actresses,Jeannie_Berlin,Please complete the following sentence: Elaine May directed Jeannie Berlin in the 
American_actresses,Barbara_Billingsley,"Please complete the following sentence: Barbara Billingsley was an American film, television, "
American_actresses,Thora_Birch,Please complete the following sentence: Thora Birch is an American actress and 
American_actresses,Karen_Black,"Please complete the following sentence: Karen Black at AllMovie Works by or about "
American_actresses,Karen_Black,"Please complete the following sentence: movie site Podcast interview March 2007 Karen Black — "
American_actresses,Betsy_Blair,Please complete the following sentence: Betsy Blair was an American actress of 
American_actresses,Linda_Blair,"Please complete the following sentence: In 2004, she founded the Linda Blair "
American_actresses,Patricia_Blair,Please complete the following sentence: Patricia Blair was an American television and 
American_actresses,Jolene_Blalock,Please complete the following sentence: Jolene Blalock is an American actress and 
American_actresses,Alexis_Bledel,Please complete the following sentence: Kimberly Alexis Bledel is an American actress 
American_actresses,Moon_Bloodgood,Please complete the following sentence: Korinna Moon Bloodgood is an American actress 
American_actresses,Eleanor_Boardman,Please complete the following sentence: Eleanor Boardman was an American film actress 
American_actresses,Mary_Boland,Please complete the following sentence: Mary Boland was an American stage and 
American_actresses,Shirley_Booth,"Please complete the following sentence: Shirley Booth was an American stage, film, "
American_actresses,Barbara_Bouchet,Please complete the following sentence: Barbara Bouchet is a German-American actress and 
American_actresses,Katrina_Bowden,Please complete the following sentence: Katrina Bowden is an American actress best 
American_actresses,Julie_Bowen,"Please complete the following sentence: Julie Bowen Luetkemeyer is an American actress, "
American_actresses,Lara_Flynn_Boyle,Please complete the following sentence: Lara Flynn Boyle is an American actress and 
American_actresses,Alice_Brady,Please complete the following sentence: Alice Brady was an American actress who 
American_actresses,Lucille_Bremer,Please complete the following sentence: Lucille Bremer was an American film actress 
American_actresses,Jordana_Brewster,Please complete the following sentence: Jordana Brewster is a Panamanian-American-Brazilian actress and 
American_actresses,Chloe_Bridges,"Please complete the following sentence: Chloe Suazo, known professionally as Chloe Bridges, "
American_actresses,Jayne_Brook,"Please complete the following sentence: Jayne Brook is an American actress, best "
American_actresses,Louise_Brooks,"Please complete the following sentence: Mary Louise Brooks, known professionally as Louise "
American_actresses,Louise_Brooks,"Please complete the following sentence: ""Louise Brooks is the femme appeal with "
American_actresses,Louise_Brooks,Please complete the following sentence: This rediscovery led to a Louise Brooks 
American_actresses,Blair_Brown,"Please complete the following sentence: Bonnie Blair Brown is an American theater, "
American_actresses,Vanessa_Brown,Please complete the following sentence: Vanessa Brown was an Austrian-born American actress 
American_actresses,Yvette_Nicole_Brown,"Please complete the following sentence: Yvette Nicole Brown is an American actress, voice "
American_actresses,Leslie_Browne,Please complete the following sentence: Leslie Browne is an American prima ballerina 
American_actresses,Tara_Buck,"Please complete the following sentence: Tara Buck is an American film, stage, "
American_actresses,Kira_Buckland,Please complete the following sentence: Kira Buckland is an American voice actress 
American_actresses,Billie_Burke,Please complete the following sentence: By 1917 Billie Burke was a favorite 
American_actresses,Billie_Burke,Please complete the following sentence: Billie Burke starred primarily in provocative society 
American_actresses,Billie_Burke,"Please complete the following sentence: of Washington Sayre collection Billie Burke photos "
American_actresses,Billie_Burke,"Please complete the following sentence: of Louisville Macauley Collection Flo Ziegfeld-Billie Burke Papers, "
American_actresses,Carol_Burnett,"Please complete the following sentence: With its vaudeville roots, The Carol Burnett "
American_actresses,Carol_Burnett,"Please complete the following sentence: As a result, the hour-long Carol Burnett "
American_actresses,Carol_Burnett,"Please complete the following sentence: A true variety show, The Carol Burnett "
American_actresses,Carol_Burnett,Please complete the following sentence: Carol Burnett Featuring 'If I Could Write 
American_actresses,Carol_Burnett,Please complete the following sentence: Julie Andrews and Carol Burnett - The 
American_actresses,Carol_Burnett,"Please complete the following sentence: Carol Burnett and Whacko, Inc. vs. Twentieth "
American_actresses,Carol_Burnett,Please complete the following sentence: Carol Burnett at The Museum of Broadcast 
American_actresses,Catherine_Burns,Please complete the following sentence: Catherine Burns was an American actress of 
American_actresses,Heather_Burns,"Please complete the following sentence: Heather Burns is an American actress, known "
American_actresses,Hilarie_Burton,Please complete the following sentence: Hilarie Burton Morgan is an American actress 
American_actresses,L._Scott_Caldwell,Please complete the following sentence: L. Scott Caldwell is an American actress known 
American_actresses,Vanessa_Bell_Calloway,Please complete the following sentence: Vanessa Bell Calloway is an American actress and 
American_actresses,Dyan_Cannon,"Please complete the following sentence: Dyan Cannon is an American actress, director, "
American_actresses,Irene_Cara,Please complete the following sentence: Irene Cara Escalera known professionally as Irene 
American_actresses,Irene_Cara,"Please complete the following sentence: At the age of three, Irene Cara "
American_actresses,Irene_Cara,Please complete the following sentence: Their album called Irene Cara Presents Hot 
American_actresses,Mariah_Carey,"Please complete the following sentence: Mariah Carey is an American singer-songwriter, record "
American_actresses,Mariah_Carey,Please complete the following sentence: Mariah Carey was the best-selling album in 
American_actresses,Mariah_Carey,"Please complete the following sentence: Mariah Carey's debut hit from 1990, ""Vision "
American_actresses,Lynn_Carlin,Please complete the following sentence: Mary Lynn Carlin is an American former 
American_actresses,Jeanne_Carmen,"Please complete the following sentence: Jeanne Carmen was an American model, pin-up "
American_actresses,Julie_Carmen,"Please complete the following sentence: Julie Carmen is an American actress, dancer "
American_actresses,Sue_Carol,Please complete the following sentence: Sue Carol was an American actress and 
American_actresses,Sue_Carol,"Please complete the following sentence: In 1933, Sue Carol was cleared in "
American_actresses,Sue_Carol,"Please complete the following sentence: The New York Times, ""Sue Carol Secretly "
American_actresses,Sue_Carol,"Please complete the following sentence: The New York Times, ""Sue Carol Cleared "
American_actresses,Sue_Carol,"Please complete the following sentence: The New York Times, ""Sue Carol Ladd, "
American_actresses,Barbara_Carrera,Please complete the following sentence: Barbara Carrera is a Nicaraguan American film 
American_actresses,Diahann_Carroll,"Please complete the following sentence: Diahann Carroll was an American actress, singer, "
American_actresses,Diahann_Carroll,"Please complete the following sentence: Diahann Carroll at the Internet Broadway Database Diahann "
American_actresses,Diahann_Carroll,Please complete the following sentence: Diahann Carroll at the TCM Movie Database 
American_actresses,Dixie_Carter,Please complete the following sentence: Carter's daughters Ginna and Mary Dixie Carter 
American_actresses,Dixie_Carter,Please complete the following sentence: The Dixie Carter Performing Arts and Academic 
American_actresses,Peggie_Castle,Please complete the following sentence: Peggie Castle was an American actress who 
American_actresses,Jessica_Cauffiel,Please complete the following sentence: Jessica Cauffiel is an American actress and 
American_actresses,Emma_Caulfield,Please complete the following sentence: Emma Caulfield Ford is an American actress 
American_actresses,Joan_Caulfield,Please complete the following sentence: Beatrice Joan Caulfield was an American actress 
American_actresses,Carol_Channing,"Please complete the following sentence: In January 2011, the documentary Carol Channing: "
American_actresses,Carol_Channing,"Please complete the following sentence: (2004) Carol Channing: The First Eighty Years Are "
American_actresses,Annette_Charles,Please complete the following sentence: Annette Charles was an American actress best 
American_actresses,Ruth_Chatterton,"Please complete the following sentence: Ruth Chatterton was an American stage, film, "
American_actresses,Vanessa_Lee_Chester,Please complete the following sentence: Vanessa Lee Chester is an American television and 
American_actresses,Margaret_Cho,"Please complete the following sentence: April 30, 2008 was declared ""Margaret Cho "
American_actresses,Margaret_Cho,"Please complete the following sentence: On the other hand, ... Margaret Cho "
American_actresses,Marguerite_Churchill,Please complete the following sentence: Marguerite Churchill was an American film actress 
American_actresses,Sarah_Clarke,"Please complete the following sentence: Sarah Clarke is an American actress, best "
American_actresses,Jill_Clayburgh,Please complete the following sentence: Jill Clayburgh was an American actress known 
American_actresses,Jill_Clayburgh,Please complete the following sentence: In a Jill Clayburgh movie you don’t 
American_actresses,Rosemary_Clooney,Please complete the following sentence: Rosemary Clooney was an American singer and 
American_actresses,Rosemary_Clooney,"Please complete the following sentence: In 1999, she founded the Rosemary Clooney "
American_actresses,Rosemary_Clooney,"Please complete the following sentence: In 2003, Rosemary Clooney was inducted into "
American_actresses,Glenn_Close,"Please complete the following sentence: Glenn Close is an American actress, singer, "
American_actresses,Taylor_Cole,Please complete the following sentence: Taylor Cole is an American actress and 
American_actresses,Monique_Coleman,"Please complete the following sentence: Adrienne Monique Coleman is an American actress, "
American_actresses,Monique_Coleman,Please complete the following sentence: Monique Coleman went to Heathwood Hall Episcopal 
American_actresses,Monique_Coleman,Please complete the following sentence: Monique Coleman also visited the American Farm 
American_actresses,Patricia_Collinge,"Please complete the following sentence: Patricia Collinge was an Irish-American actress, dramatist, "
American_actresses,Patricia_Collinge,"Please complete the following sentence: ""Patricia Collinge, 81, Actress In Many Leading "
American_actresses,Lily_Collins,"Please complete the following sentence: Another critic stated that ""Lily Collins does "
American_actresses,Holly_Marie_Combs,"Please complete the following sentence: Holly Marie Combs is an American actress, television "
American_actresses,Betty_Compson,Please complete the following sentence: Betty Compson was an American actress and 
American_actresses,Betty_Compson,"Please complete the following sentence: Los Angeles Times, Betty Compson Star, January "
American_actresses,Betty_Compson,"Please complete the following sentence: Los Angeles Times, Ex-Film Star Betty Compson, "
American_actresses,Michaela_Conlin,"Please complete the following sentence: Michaela Conlin is an American actress, best "
American_actresses,Carole_Cook,Please complete the following sentence: Carole Cook is an American actress of 
American_actresses,Rachael_Leigh_Cook,"Please complete the following sentence: Rachael Leigh Cook is an American actress, model "
American_actresses,Jennifer_Coolidge,"Please complete the following sentence: But happily, Jennifer Coolidge and Fred Willard "
American_actresses,Jennifer_Coolidge,"Please complete the following sentence: ""For your consideration, Jennifer Coolidge: A quickie "
American_actresses,Jennifer_Coolidge,Please complete the following sentence: Jennifer Coolidge talks about her career and 
American_actresses,Mara_Corday,"Please complete the following sentence: Mara Corday is a showgirl, model, actress, "
American_actresses,Stephanie_Courtney,Please complete the following sentence: Stephanie Courtney is an American actress and 
American_actresses,Jane_Cowl,Please complete the following sentence: Jane Cowl was an American film and 
American_actresses,Jane_Cowl,Please complete the following sentence: Jane Cowl died of cancer in Santa 
American_actresses,Jane_Cowl,"Please complete the following sentence: A biography about Cowl, titled Jane Cowl: "
American_actresses,Laverne_Cox,Please complete the following sentence: Laverne Cox is an American actress and 
American_actresses,Jeanne_Crain,Please complete the following sentence: The Jeanne Crain Collection resides at the  
American_actresses,Norma_Crane,"Please complete the following sentence: Norma Crane was an actress of stage, "
American_actresses,Joan_Crawford,Please complete the following sentence: Joan Crawford (born Lucille Fay LeSueur; March 
American_actresses,Joan_Crawford,Please complete the following sentence: Joan Crawford became a star because Joan 
American_actresses,Joan_Crawford,Please complete the following sentence: F. Scott Fitzgerald wrote of Crawford:Joan Crawford 
American_actresses,Joan_Crawford,"Please complete the following sentence: By 1961, Joan Crawford was once again "
American_actresses,Joan_Crawford,Please complete the following sentence: Joan Crawford's handprints and footprints are immortalized 
American_actresses,Joan_Crawford,"Please complete the following sentence: In Joan Crawford: The Essential Biography, the "
American_actresses,Cathy_Lee_Crosby,Please complete the following sentence: Cathy Lee Crosby sometimes referred to as just 
American_actresses,Jamie_Lee_Curtis,"Please complete the following sentence: Jamie Lee Curtis is an American actress, author, "
American_actresses,Jamie_Lee_Curtis,Please complete the following sentence: Jamie Lee Curtis was a game-show panelist on 
American_actresses,Jamie_Lee_Curtis,Please complete the following sentence: Jamie Lee Curtis interview at the Wayback 
American_actresses,Tawny_Cypress,Please complete the following sentence: Tawny Cypress is an American actress of 
American_actresses,Tawny_Cypress,Please complete the following sentence: Tawny Cypress was born and raised in 
American_actresses,Miley_Cyrus,Please complete the following sentence: Miley Cyrus won a 2020 Webby Special 
American_actresses,Miley_Cyrus,Please complete the following sentence: Her Hannah Montana 2: Meet Miley Cyrus 
American_actresses,Miley_Cyrus,Please complete the following sentence: Cyrus described Miley Cyrus & Her Dead 
American_actresses,Dorothy_Dandridge,"Please complete the following sentence: On November 1, 1954, Dorothy Dandridge became "
American_actresses,Dorothy_Dandridge,"Please complete the following sentence: As an international star, Dorothy Dandridge rejected "
American_actresses,Dorothy_Dandridge,Please complete the following sentence: Dorothy Dandridge: An Intimate Portrait of Hollywood's 
American_actresses,Shera_Danese,Please complete the following sentence: Shera Danese is an American actress and 
American_actresses,Bebe_Daniels,"Please complete the following sentence: Toward the end of 1930, Bebe Daniels "
American_actresses,Linda_Darnell,"Please complete the following sentence: The press reported that ""Linda Darnell and "
American_actresses,Jane_Darwell,Please complete the following sentence: Jane Darwell was an American actress of 
American_actresses,Dana_Davis,Please complete the following sentence: Dana Davis is an American actress and 
American_actresses,Viola_Davis,Please complete the following sentence: Viola Davis is an American actress and 
American_actresses,Doris_Day,"Please complete the following sentence: Doris Day was an American actress, singer, "
American_actresses,Doris_Day,Please complete the following sentence: The first episode of The Doris Day 
American_actresses,Doris_Day,"Please complete the following sentence: Doris Day is one of the greats, "
American_actresses,Doris_Day,"Please complete the following sentence: Hawthorne Publishing, ISBN 9780978716738 Braun, Eric, Doris Day "
American_actresses,Doris_Day,"Please complete the following sentence: Hotchner, AE, Doris Day: Her Own Story, "
American_actresses,Doris_Day,"Please complete the following sentence: Kaufman, David, Doris Day: The Untold Story "
American_actresses,Priscilla_Dean,Please complete the following sentence: Priscilla Dean was an American actress popular 
American_actresses,Yvonne_De_Carlo,"Please complete the following sentence: Yvonne De Carlo was a Canadian-American actress, dancer, "
American_actresses,Yvonne_De_Carlo,"Please complete the following sentence: ""Prelinger Archive"".Obituaries: ""Yvonne De Carlo, Who Played Lily on "
American_actresses,Yvonne_De_Carlo,"Please complete the following sentence: ""Munsters' Television Star Yvonne de Carlo Dies at "
American_actresses,Sandra_Dee,"Please complete the following sentence: Little Sandra Dee isn't supposed to smoke, "
American_actresses,Sandra_Dee,"Please complete the following sentence: Profile of Sandra Dee; accessed March 24, "
American_actresses,Allie_DeBerry,"Please complete the following sentence: ""Allie DeBerry lands role in pilot for "
American_actresses,Allie_DeBerry,Please complete the following sentence: Sierra McCormick & Allie DeBerry Dress Alike 
American_actresses,Kim_Delaney,Please complete the following sentence: Kim Delaney is an American actress known 
American_actresses,Dana_Delany,Please complete the following sentence: Dana Delany's first audition for the lead 
American_actresses,Julie_Delpy,"Please complete the following sentence: Julie Delpy is a French-American actress, film "
American_actresses,Julie_Delpy,Please complete the following sentence: She released a self-titled album Julie Delpy 
American_actresses,Rebecca_De_Mornay,Please complete the following sentence: Rebecca De Mornay is an American actress and 
American_actresses,Carol_Dempster,Please complete the following sentence: Carol Dempster was an American film actress 
American_actresses,Lori_Beth_Denberg,Please complete the following sentence: Lori Beth Denberg is an American actress and 
American_actresses,Madelyn_Deutch,"Please complete the following sentence: Madelyn Deutch is an American writer, director, "
American_actresses,Loretta_Devine,Please complete the following sentence: Loretta Devine is an American actress and 
American_actresses,Melonie_Diaz,Please complete the following sentence: Melonie Diaz is an American film and 
American_actresses,Marlene_Dietrich,Please complete the following sentence: To these necessary elements Marlene Dietrich adds 
American_actresses,Marlene_Dietrich,Please complete the following sentence: The Marlene Dietrich Collection was sold to 
American_actresses,Victoria_Dillard,Please complete the following sentence: Victoria Dillard is an American television and 
American_actresses,Phyllis_Diller,"Please complete the following sentence: The titles include Phyllis Diller's Housekeeping Hints, "
American_actresses,Phyllis_Diller,"Please complete the following sentence: Phyllis Diller stand-up comedy show, 1977 on "
American_actresses,Phyllis_Diller,"Please complete the following sentence: NPR interview, Phyllis Diller: Still Out for "
American_actresses,Phyllis_Diller,"Please complete the following sentence: Phyllis Diller at Find a Grave One of "
American_actresses,Mia_Dillon,Please complete the following sentence: Mia Dillon is an American actress.Born in 
American_actresses,Megan_Dodds,"Please complete the following sentence: ""Renee Olstead Joins 'Bachelor Lions'; Megan Dodds "
American_actresses,Megan_Dodds,Please complete the following sentence: [Quote:] Megan Dodds has joined indie fantasy 
American_actresses,Jocelin_Donahue,"Please complete the following sentence: Jocelin Donahue is an American actress, who "
American_actresses,Elisa_Donovan,"Please complete the following sentence: Elisa Donovan is an American actress, writer, "
American_actresses,Fiona_Dourif,Please complete the following sentence: Fiona Dourif is an American actress and 
American_actresses,Billie_Dove,"Please complete the following sentence: Lillian Bohny, known professionally as Billie Dove, "
American_actresses,Billie_Dove,Please complete the following sentence: Billie Dove later had a brief third 
American_actresses,Doris_Dowling,Please complete the following sentence: Doris Dowling was an American actress of 
American_actresses,Louise_Dresser,Please complete the following sentence: She formed a team named Louise Dresser 
American_actresses,Marie_Dressler,Please complete the following sentence: Marie Dressler was a Canadian-American stage and 
American_actresses,Marie_Dressler,"Please complete the following sentence: Each year, the Marie Dressler Foundation Vintage "
American_actresses,Marie_Dressler,"Please complete the following sentence: Marie Dressler: A Biography, With a Listing "
American_actresses,Marie_Dressler,"Please complete the following sentence: of Washington, Sayre collection) Marie Dressler reading newspaper "
American_actresses,Marie_Dressler,"Please complete the following sentence: of Washington, Sayre collection) Marie Dressler in a "
American_actresses,Joanne_Dru,Please complete the following sentence: Joanne Dru was an American film and 
American_actresses,Joanne_Dru,"Please complete the following sentence: ""Joanne Dru, 74, a Star of Movie "
American_actresses,Hilary_Duff,Please complete the following sentence: A television special titled Hilary Duff: This 
American_actresses,Hilary_Duff,Please complete the following sentence: Best of Hilary Duff received no promotion 
American_actresses,Olympia_Dukakis,"Please complete the following sentence: In 2018 Olympia Dukakis starred in Eleftheromania, "
American_actresses,Patty_Duke,Please complete the following sentence: They hoped that Patty Duke would duplicate 
American_actresses,Patty_Duke,"Please complete the following sentence: Duke's own series, The Patty Duke Show, "
American_actresses,Patty_Duke,Please complete the following sentence: After the cancellation of The Patty Duke 
American_actresses,Jennifer_Dundas,Please complete the following sentence: Jennifer Dundas is an American actress best 
American_actresses,Tiffany_Dupont,"Please complete the following sentence: Tiffany Dupont is an American actress, known "
American_actresses,Ann_Dvorak,Please complete the following sentence: Ann Dvorak was an American stage and 
American_actresses,Jeanne_Eagels,Please complete the following sentence: Jeanne Eagels was an American stage and 
American_actresses,Jeanne_Eagels,"Please complete the following sentence: New York Times, ""Jeanne Eagels Playing Again"", "
American_actresses,Mary_Eaton,"Please complete the following sentence: Mary Eaton was an American stage actress, "
American_actresses,Mary_Eaton,Please complete the following sentence: A 1914 newspaper article described Mary Eaton 
American_actresses,Christine_Ebersole,Please complete the following sentence: Christine Ebersole is an American actress and 
American_actresses,Lisa_Edelstein,"Please complete the following sentence: Lisa Edelstein is an American actress and "
American_actresses,Barbara_Eden,"Please complete the following sentence: Barbara Eden is an American film, stage, "
American_actresses,Barbara_Eden,"Please complete the following sentence: Interview with Barbara Eden, elvis.com.au; accessed February "
American_actresses,Melissa_Claire_Egan,"Please complete the following sentence: Melissa Claire Egan is an American actress, best "
American_actresses,Shannon_Elizabeth,"Please complete the following sentence: Shannon Elizabeth FadalSeptember 7, 1973) is an "
American_actresses,Jane_Elliot,"Please complete the following sentence: Jane Elliot is an American actress, best "
American_actresses,Patricia_Elliott,"Please complete the following sentence: Patricia Elliott was an American theatre, film, "
American_actresses,Aunjanue_Ellis,Please complete the following sentence: “Up and Coming; Aunjanue Ellis and Carrie 
American_actresses,Jennifer_Esposito,Please complete the following sentence: Jennifer Esposito is an American actress and 
American_actresses,Linda_Evans,Please complete the following sentence: Linda Evans is an American actress known 
American_actresses,Linda_Evans,Please complete the following sentence: She had previously written the Linda Evans 
American_actresses,Mary_Beth_Evans,"Please complete the following sentence: Mary Beth Evans is an American television actress, "
American_actresses,Bridget_Everett,"Please complete the following sentence: Bridget Everett is an American comedian, actress, "
American_actresses,Bridget_Everett,"Please complete the following sentence: In 2013, Bridget Everett and the Tender "
American_actresses,Bridget_Everett,Please complete the following sentence: Adam Horovitz & Bridget Everett) & Just 
American_actresses,Nanette_Fabray,"Please complete the following sentence: Nanette Fabray was an American actress, singer, "
American_actresses,Lola_Falana,"Please complete the following sentence: Lola Falana's father, an Afro-Cuban, left his "
American_actresses,Lola_Falana,Please complete the following sentence: By the age of three Lola Falana 
American_actresses,Lola_Falana,"Please complete the following sentence: In 1952, Lola Falana's family which by "
American_actresses,Lola_Falana,Please complete the following sentence: Lola Falana became a major star of 
American_actresses,Lola_Falana,"Please complete the following sentence: In 1969, Lola Falana ended her close "
American_actresses,Lola_Falana,Please complete the following sentence: Cosby had met Lola Falana in his 
American_actresses,Lola_Falana,"Please complete the following sentence: Throughout the mid-1970s, Lola Falana made guest "
American_actresses,Lola_Falana,"Please complete the following sentence: In 1975, Lola Falana's disco record There's "
American_actresses,Lola_Falana,Please complete the following sentence: Lola Falana's last known musical performance was 
American_actresses,Lola_Falana,"Please complete the following sentence: Lola Falana was married to Feliciano ""Butch"" "
American_actresses,Lola_Falana,"Please complete the following sentence: Lola Falana's left side was paralyzed, she "
American_actresses,Lola_Falana,Please complete the following sentence: Lola Falana attributes her recovery to a 
American_actresses,Lola_Falana,"Please complete the following sentence: Denise deadpans, ""Well, so is Lola Falana, "
